post_id,comment_id,support_tags,created_utc
oc0zvz,h3rpidx,"Emotional Support, Tangible Assistance",1625201217
obydah,h3qtobj,,1625183709
obej4d,h3nl45h,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1625120879
oban4v,h3n4r6q,"Information Support, Emotional Support, Esteem Support, Group Interaction",1625110296
oban4v,h3n5w5x,"Emotional Support, Group Interaction",1625110855
obab2u,h3mrpst,"Information Support, Emotional Support, Tangible Assistance",1625103666
ob5spb,h3lu171,"Emotional Support, Esteem Support",1625087029
ob5spb,h3lusn3,"Emotional Support, Esteem Support",1625087374
ob5spb,h3mjxd3,"Emotional Support, Esteem Support, Group Interaction",1625099661
ob5spb,h3m4mwn,"Information Support, Emotional Support, Esteem Support, Group Interaction",1625091983
ob5spb,h3mqpan,"Information Support, Emotional Support, Tangible Assistance, Group Interaction",1625103156
ob51by,h3m6ac4,"Information Support, Emotional Support, Esteem Support",1625092792
ob51by,h3lkfuh,Tangible Assistance,1625082889
ob51by,h3ls92l,"Information Support, Tangible Assistance",1625086245
oawn00,h3mvbsc,,1625105454
oawn00,h3v2pio,"Information Support, Emotional Support, Esteem Support",1625266949
oawn00,h3jz9oo,Emotional Support,1625057382
oatfrm,h3k4r9f,"Emotional Support, Esteem Support",1625060302
oalioo,h3i7a67,"Information Support, Tangible Assistance",1625013399
oai7iv,h3i4aoz,"Information Support, Emotional Support, Esteem Support",1625011898
oagqm9,h3hu0kz,"Information Support, Emotional Support, Esteem Support, Group Interaction",1625006792
oagqm9,h3hebn4,"Emotional Support, Esteem Support, Group Interaction",1624999667
oagqm9,h3i2ux5,"Information Support, Emotional Support, Esteem Support, Group Interaction",1625011165
oaf8ii,h3hjmsh,"Information Support, Emotional Support, Esteem Support",1625001970
oabz3a,h3gjc33,"Information Support, Esteem Support",1624986235
oabz3a,h3mr7tc,"Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1625103416
oa5i6u,h3fbujg,Information Support,1624963264
oa4m29,h3f6dlx,,1624958127
oa4m29,h3f6p50,"Information Support, Esteem Support",1624958443
oa4m29,h3fmkmb,"Information Support, Emotional Support, Esteem Support",1624970964
oa4m29,h3g3bnd,"Information Support, Emotional Support, Group Interaction",1624979340
oa4ext,h3f88w2,"Information Support, Emotional Support, Esteem Support, Group Interaction",1624959958
o9y1s8,h3e2el3,Esteem Support,1624930160
o9y1s8,h3ezl2s,"Information Support, Esteem Support",1624951595
o9y1s8,h65d3rz,Emotional Support,1626974331
o9w59m,h3dqhcb,"Information Support, Emotional Support, Esteem Support",1624923949
o9urtz,h3dsaqq,"Information Support, Emotional Support, Esteem Support",1624924888
o9pft9,h3ci9ba,"Information Support, Emotional Support, Esteem Support",1624903974
o9o2r9,h45f5ju,"Information Support, Tangible Assistance",1625507789
o9o2bf,h3e4sl4,Information Support,1624931402
o9n249,h3cfsca,Information Support,1624902913
o9n249,h3c86vd,Information Support,1624899606
o9mrp5,h3e7yb2,"Information Support, Emotional Support, Esteem Support",1624933058
o9lm95,h3btkjg,,1624893133
o9fk07,h3asyj0,"Information Support, Esteem Support",1624867716
o9cvro,h3agx8j,"Information Support, Emotional Support, Tangible Assistance, Group Interaction",1624857299
o98umr,h39mkfm,"Information Support, Tangible Assistance",1624838872
o953tv,h3al84v,"Information Support, Emotional Support, Tangible Assistance",1624860722
o94ldm,h38z9bf,Information Support,1624826490
o94ldm,h3afurz,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1624856500
o90ydd,h3e4r5e,Information Support,1624931382
o8z57p,h37xahu,"Information Support, Esteem Support",1624807704
o8vivr,h3934nk,"Emotional Support, Esteem Support",1624828401
o8pz6f,h36k7dc,"Information Support, Emotional Support, Esteem Support",1624769780
o8oddl,h37byf2,"Emotional Support, Esteem Support",1624794626
o8l6kp,h36tv4b,Information Support,1624777606
o8l6kp,h3alnb0,"Information Support, Emotional Support, Tangible Assistance",1624861077
o8hs7q,h35pzhs,"Information Support, Emotional Support, Esteem Support",1624751105
o8bnv6,h33zp02,"Information Support, Emotional Support, Esteem Support",1624718707
o86bws,h338por,"Information Support, Emotional Support, Esteem Support",1624698149
o86bws,h339eai,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1624698844
o86bws,h34iwkx,"Information Support, Emotional Support, Tangible Assistance",1624728485
o86bws,h35e9x3,"Information Support, Esteem Support",1624744562
o8635s,h339l86,"Information Support, Esteem Support",1624699038
o85hvf,h3339ft,"Information Support, Emotional Support, Esteem Support",1624692802
o83aqs,h32zc5i,"Information Support, Emotional Support",1624689261
o83aqs,h32ne7s,Information Support,1624680207
o80ixr,h32i6o0,"Information Support, Emotional Support, Esteem Support",1624676854
o80ixr,h32iskz,"Emotional Support, Tangible Assistance",1624677232
o7yynv,mps8u7h,"Information Support, Esteem Support",1745985336
o7wnte,h31vqrv,"Information Support, Esteem Support",1624663967
o7wnte,h325x6y,"Emotional Support, Esteem Support",1624669745
o7wg0j,h32o2in,Information Support,1624680658
o7sbo5,h30nmmb,Information Support,1624642518
o7sbo5,h30tf6m,"Information Support, Emotional Support, Esteem Support",1624645183
o7sbo5,h31ud2f,"Information Support, Esteem Support",1624663205
o7p4l9,h305deg,"Information Support, Tangible Assistance",1624634364
o7iids,h30qn7q,"Information Support, Esteem Support",1624643892
o7i3pc,h37gpj9,"Information Support, Esteem Support, Group Interaction",1624798224
o7hh0a,h2yshi7,Information Support,1624599915
o7b966,h2xsl25,"Information Support, Emotional Support",1624579025
o72uuj,h2wvz38,"Information Support, Esteem Support",1624559160
o711xd,h2wa5ad,"Information Support, Emotional Support, Tangible Assistance",1624549580
o70al1,h2vtwt9,"Information Support, Emotional Support, Esteem Support, Group Interaction",1624542069
o70al1,h2z5c5x,"Information Support, Emotional Support, Esteem Support, Group Interaction",1624611075
o6yw9t,h4fitks,"Emotional Support, Esteem Support, Tangible Assistance",1625712245
o6xldr,h2vaur0,"Emotional Support, Esteem Support",1624528975
o6sgvu,h2ugz5e,,1624504812
o6pnk2,h2u6h8h,"Information Support, Emotional Support, Tangible Assistance",1624499276
o6pnk2,h2u7yjf,"Emotional Support, Esteem Support",1624500052
o6pddy,h2u2m8s,"Emotional Support, Esteem Support",1624497206
o6nyoi,h2tsqzg,"Information Support, Emotional Support, Esteem Support, Group Interaction",1624491969
o6ljra,h2tf1f2,"Information Support, Emotional Support, Esteem Support, Group Interaction",1624484923
o6ljra,h2tp8vt,"Information Support, Emotional Support, Esteem Support",1624490079
o6jdeq,h2t40ej,"Information Support, Emotional Support",1624479912
o6cy04,h2s3g1o,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1624463793
o6cy04,h2sbrms,"Information Support, Group Interaction",1624467294
o6cy04,h2u5asa,"Emotional Support, Group Interaction",1624498638
o6bqsk,h2smbsm,"Information Support, Esteem Support",1624471929
o6bqsk,h2ryqoe,,1624461702
o6bqsk,h2sh3z2,Information Support,1624469554
o69u80,h2r9i3j,"Emotional Support, Esteem Support",1624447980
o69le0,h2rakrx,Information Support,1624448781
o65vu2,h2qwijt,"Esteem Support, Group Interaction",1624436085
o65vu2,h2qxbea,Esteem Support,1624436862
o65vu2,h2qxmv2,"Esteem Support, Group Interaction",1624437178
o63uw0,h2qou7a,"Emotional Support, Esteem Support",1624429138
o5zyqp,h2pt1t1,"Emotional Support, Esteem Support",1624410003
o5z01z,h2s6199,"Information Support, Esteem Support, Group Interaction",1624464932
o5xg7b,h2r0gvp,"Information Support, Emotional Support, Esteem Support, Group Interaction",1624440027
o5x5op,h2p4kl1,Information Support,1624397162
o5ultw,h2os8y6,"Information Support, Esteem Support, Group Interaction",1624391531
o5ultw,h2ootlb,"Information Support, Esteem Support",1624390010
o5ultw,h2op8i0,"Information Support, Esteem Support",1624390195
o5ultw,h2p49uq,"Information Support, Emotional Support, Tangible Assistance, Group Interaction",1624397018
o5snis,h2qpql7,"Emotional Support, Esteem Support, Group Interaction",1624429890
o5rev1,h3s5xb8,"Emotional Support, Esteem Support, Tangible Assistance",1625213574
o5nj77,h2r16mv,"Information Support, Emotional Support, Group Interaction",1624440732
o5nj77,h2nikao,,1624370835
o5lyuv,h2pp066,,1624407863
o5gvja,h2mlcvb,Information Support,1624345536
o5gvja,h2n4f6g,Information Support,1624362767
o5gnvk,h2ob2vb,"Information Support, Emotional Support, Esteem Support",1624383868
o5ci5r,h2m9sjp,"Emotional Support, Esteem Support",1624336375
o5bako,h2ltdob,,1624326509
o58s76,h2lnkrn,Information Support,1624323313
o58s76,h2lqob1,"Information Support, Emotional Support",1624325011
o58s76,h2lrr8h,Information Support,1624325615
o58s76,h2lx8oh,Information Support,1624328650
o58s76,h2lxcby,Information Support,1624328708
o58s76,h2m9e24,Information Support,1624336093
o58s76,h2mghhx,"Information Support, Emotional Support",1624341348
o58s76,h2mq0yg,Information Support,1624349989
o58s76,h2olmkb,Information Support,1624388579
o56k0f,h2l4d2x,"Information Support, Group Interaction",1624313148
o56k0f,h2lde8o,Tangible Assistance,1624317819
o54kcd,h2tz871,"Emotional Support, Esteem Support, Group Interaction",1624495387
o4ofs3,h2j9dv7,"Information Support, Emotional Support, Esteem Support",1624282306
o4ofs3,h2ivwbn,Information Support,1624272886
o4ocmz,h2idao7,Information Support,1624254994
o4ocmz,h2im3g9,Information Support,1624263191
o4ocmz,h2ivnk4,Information Support,1624272671
o4mk1x,h2ikgf6,"Esteem Support, Group Interaction",1624261547
o4mk1x,h2j4zsn,"Information Support, Emotional Support",1624279681
o4mk1x,h2jgqm7,Emotional Support,1624285956
o4kvff,h2i1zhb,Information Support,1624246813
o4kvff,h2iwcis,Information Support,1624273286
o4k1ax,h2j9u4r,"Information Support, Emotional Support, Esteem Support",1624282558
o4dnod,h2h7cfm,"Information Support, Emotional Support, Esteem Support",1624229573
o4dhnv,h2ja0l5,Emotional Support,1624282654
o4dhnv,h2mi5hm,"Information Support, Emotional Support, Group Interaction",1624342735
o48n2g,h2hv67v,"Information Support, Esteem Support",1624242967
o48n2g,h2i1ehl,"Information Support, Emotional Support, Esteem Support",1624246461
o48n2g,h2g4a7f,"Emotional Support, Esteem Support",1624209809
o47ia0,h2mni30,"Esteem Support, Group Interaction",1624347509
o46p9s,h2fij57,,1624198778
o43xsz,h2fg8j3,"Information Support, Esteem Support",1624197503
o40j0d,h2eqfp0,Information Support,1624176626
o40j0d,h2f3gau,"Information Support, Emotional Support, Esteem Support",1624189074
o4080c,h2f94ti,"Emotional Support, Esteem Support",1624193433
o3uwvt,h2ephgt,Information Support,1624175716
o3rdq6,h2db9nt,"Information Support, Esteem Support",1624142162
o3qkuk,h2dpj5f,"Information Support, Esteem Support, Tangible Assistance, Group Interaction",1624150434
o3qkuk,h2e8vmi,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1624162068
o3qkuk,h2fpxuc,"Information Support, Emotional Support, Esteem Support",1624202668
o3ie4p,h2c0on7,Information Support,1624117708
o3ie4p,h2de75r,Information Support,1624143842
o3d0j1,h2bytv7,"Emotional Support, Esteem Support",1624116742
o3cwrk,h2c0v1v,"Information Support, Group Interaction",1624117800
o39gq8,h2auto3,"Information Support, Group Interaction",1624086331
o39gq8,h2aszgn,Information Support,1624084690
o39gq8,h5lswra,"Information Support, Esteem Support",1626592088
o37fse,h2avasl,"Information Support, Esteem Support",1624086768
o37fse,h2apjiq,Information Support,1624081842
o37fse,h2axsos,Information Support,1624089143
o37fse,h2cahfg,,1624122699
o37fse,h2mkn4o,,1624344890
o2tvd1,h28bsqb,Information Support,1624036746
o2tlpe,h2a8u18,"Emotional Support, Esteem Support, Group Interaction",1624071352
o2t1jl,h292b3c,Emotional Support,1624048733
o2sixr,h28sjzq,"Information Support, Esteem Support",1624044327
o2h920,h27tkka,"Information Support, Emotional Support, Esteem Support",1624028641
o2h920,h2ceklq,"Emotional Support, Esteem Support, Tangible Assistance",1624124748
o2h920,h294yx1,"Information Support, Emotional Support, Esteem Support, Group Interaction",1624049939
o2fiii,h2677ya,"Information Support, Group Interaction",1623988074
o2fiii,h26s5l6,"Emotional Support, Esteem Support",1624004179
o2aloh,h25nqwu,"Information Support, Emotional Support",1623977361
o2aloh,hs2oeec,"Information Support, Tangible Assistance",1641829230
o2a8hv,h25daqk,Information Support,1623971795
o2a8hv,h25otxe,"Information Support, Esteem Support",1623977946
o2a8hv,h25wv39,"Information Support, Emotional Support, Esteem Support",1623982252
o2a8hv,h2605zv,"Emotional Support, Esteem Support",1623984031
o27y7t,h25cssw,"Information Support, Emotional Support, Esteem Support",1623971537
o27y7t,h259p44,"Information Support, Tangible Assistance",1623969963
o27y7t,h25hly7,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1623974058
o27y7t,h25np2d,"Emotional Support, Tangible Assistance",1623977334
o27y7t,h26akr7,"Information Support, Group Interaction",1623990201
o27y7t,h25y5gi,"Information Support, Emotional Support, Esteem Support",1623982946
o27y7t,h266875,"Information Support, Emotional Support",1623987474
o27y7t,h263e6h,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1623985799
o27y7t,h28anir,Information Support,1624036231
o27y7t,h28xiwa,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1624046548
o265vp,h250zi1,Information Support,1623965756
o25bdw,h251pt7,"Information Support, Esteem Support",1623966095
o25bdw,h280oy8,"Information Support, Esteem Support",1624031818
o1xqnw,h238k8o,"Information Support, Esteem Support",1623938263
o1qi79,h22y2f8,"Information Support, Emotional Support",1623932665
o1qi79,h256bol,Information Support,1623968292
o1opys,h221k9i,"Information Support, Esteem Support, Group Interaction",1623906876
o1opys,h221m3c,"Information Support, Emotional Support, Esteem Support",1623906912
o1kscz,h21cohz,Group Interaction,1623892737
o1krhv,h21eocv,Information Support,1623893835
o1htf9,h21dqbi,"Information Support, Emotional Support",1623893315
o1htf9,h210xae,Information Support,1623886483
o1dt8o,h219l7n,"Emotional Support, Esteem Support",1623891078
o1dt8o,h20m4tf,"Information Support, Emotional Support, Group Interaction",1623879035
o1dt8o,h220b5s,"Information Support, Emotional Support, Esteem Support",1623906037
o1dt8o,h20ijlk,Emotional Support,1623877379
o1dt8o,h20tvct,"Information Support, Esteem Support",1623882805
o17t0u,h74p86h,"Information Support, Emotional Support, Esteem Support",1627679370
o1631i,h1zeor0,"Information Support, Esteem Support",1623860170
o145t2,h1z2dmo,Information Support,1623854989
o145t2,h1z7yfk,"Information Support, Emotional Support, Esteem Support, Group Interaction",1623857370
o0ubw7,h1xe0iz,Information Support,1623812966
o0twt1,h1xav0l,Group Interaction,1623811358
o0njwm,h1w55c2,"Information Support, Emotional Support",1623790401
o0kmf4,h1vkvur,"Information Support, Emotional Support, Tangible Assistance",1623781558
o0b9o8,h1u2e6h,"Information Support, Emotional Support",1623754474
o0b9o8,h1u3ksv,Emotional Support,1623755439
o0b9o8,h20izbk,"Emotional Support, Esteem Support",1623877576
o08gv0,h1zm5tk,"Information Support, Emotional Support, Esteem Support",1623863378
o064p3,i5exlgj,,1650412494
o04rwh,h1tgws2,,1623735038
o04rwh,h1trjok,"Emotional Support, Esteem Support",1623744165
o04rwh,h1tz898,"Information Support, Emotional Support, Esteem Support",1623751672
o04dqn,h1t6qlb,"Information Support, Esteem Support",1623728162
o04dqn,h1tssdy,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1623745381
o04dqn,h1u4xxe,"Information Support, Esteem Support",1623756497
